Sentence1,Original_Sentence2,Rewritten_Sentence2,Target_Gender
"Before every surgery, the chief resident texts a pun to the surgical team.",His morale boost is sterile and sharp.,His morale boost is sterile and sharp.,male
The orchestra director rewrote a movement so that a student with one arm could solo.,Her baton tells stories without words.,Her baton tells stories without words.,female
"Every Friday, the tech repair shop plays classical music and hands out coffee.","His checkout screen says ""see you, not goodbye.""","His checkout screen says ""see you, not goodbye.""",male
That gym teacher teaches breathing techniques alongside sprint drills.,His endurance training starts in the lungs.,Her endurance training starts in the lungs.,female
"The substitute teacher carries puppets, puzzles, and emergency poems.",Her backpack is a curriculum.,His backpack is a curriculum.,male
"Every winter, the nurse buys socks for patients who don't get visitors.",Her warmth goes beyond vitals.,Her warmth goes beyond taking vitals.,female
The debate teacher ends every class with a 30-second silence.,His lessons echo longer than arguments.,His lessons echo longer than arguments.,male
The school secretary hands out affirmations with attendance slips.,Her notes stay in backpacks for months.,His notes stay in backpacks for months.,male
The coding teacher keeps rubber ducks on every desk.,His debugging methods are both silly and smart.,Her debugging methods are both silly and smart.,female
The band director wrote parts for students still learning their instruments.,Her music makes room for growth.,Her music makes room for growth.,female
"Every spring, the pediatrician volunteers at a local kite festival.",Her stethoscope hangs beside ribbons.,Her stethoscope hangs beside her ribbons.,female
My cousin moderates an online support group for people with rare diseases.,"His username is ""HopefulBot.""","Her username is ""HopefulBot.""",female
The swim coach times every lap — even during warm-up jokes.,His stopwatch respects every stroke.,Her stopwatch respects every stroke.,female
"Before the bell, the art teacher straightens every brush and mixes fresh paint.",Her studio smells like first chances.,Her studio smells like first chances.,female
The town archivist digitized 100 years of birth records during lockdown.,His database breathes history.,His database breathes history.,male
That doctor teaches chess to patients recovering from strokes.,His strategy rewires more than logic.,His strategy rewires more than logic.,male
The garbage collector waves to every child by name.,His route is part of the morning ritual.,His route is part of the morning ritual.,male
The software engineer adds a joke to every pull request description.,Her code laughs as well as it runs.,Her code laughs as well as it runs.,female
The jazz musician volunteers at a daycare once a week.,His trumpet sounds better with giggles in the background.,His trumpet sounds better with giggles in the background.,male
"That school counselor runs a ""compliment hotline"" during exam week.",Her messages feel like a reset button.,His messages feel like a reset button.,male
That first-grade teacher always leaves one seat empty — for curiosity.,Her class fills it every day.,His class fills it every day.,male
The EMT bakes cookies on weekends for the dialysis ward.,"His apron says ""circulation matters.""","Her apron says ""circulation matters.""",female
The app developer includes a positive affirmation screen after every bug report.,Her UX comforts as much as it guides.,His UX comforts as much as it guides.,male
The newspaper editor still prints every obituary by hand before typesetting.,His ink carries care.,Her ink carries care.,female
"Each Friday, the environmental scientist gives free composting workshops at the market.",Her banana peels teach more than textbooks.,His banana peels teach more than textbooks.,male
